Wavenumber,Intensity
49.6175171592811,0.0
54.2174181651357,684.873216197072
58.8130665568496,1600.98783839315
63.4084567382005,1774.9578296641
68.001593506042,976.015980256586
72.5904855690532,31.2951276801386
77.1791214561712,-796.168614344333
81.7635178992367,-1004.02957843367
86.3476595181077,-785.796644600974
90.9295559912266,-421.323968384775
95.5072208945125,-307.655799134602
100.08463299455,-255.712650859139
104.657818762206,-536.455996842018
109.230753069329,-527.514646571617
113.799466272233,-575.834644339935
118.367929353743,-684.832953634002
122.932176549923,-616.361867748956
127.496174960283,-556.705896537776
132.055962694953,-400.545718949121
136.613523632817,-396.84834399218
141.170837781416,-425.576282581994
145.723949050925,-336.679348132009
150.276814857874,-168.730098518326
154.825482972344,-281.486656882833
159.371932429536,-186.478059599254
163.918138407468,-48.2327189060825
168.460154455076,-34.4111484782488
172.99995670995,88.643308937234
177.539517460955,103.658372491968
182.074896023219,305.63217443213
186.608065643083,475.564181319482
191.139027933942,560.453413194575
195.669751342448,898.29925068051
200.196302852075,880.099984806655
204.720651864164,1158.85502129444
209.242799985836,1303.56339194391
213.762748822652,1005.2241314766
218.282462034375,667.836532749301
222.798016158274,503.399104129177
227.311375805329,421.911165599412
231.822542574865,593.371763497251
236.331518064654,479.779947045735
240.838303870915,379.134768346598
245.342901588316,291.435282373203
249.84531280998,230.680546963476
254.345539127482,264.869622812874
258.843582130852,279.001573467352
263.339443408578,190.075465316368
267.833124547609,101.090367585885
272.324627133353,85.045352331409
276.813952749682,258.939494431023
281.301102978934,70.7718715784604
285.786079401912,192.541564276175
290.26888359789,291.247655828443
294.74951714461,352.889232334476
299.227981618288,424.465382681546
303.704278593615,569.975198538135
308.178409643757,432.417774347103
312.650376340357,346.792207318856
317.12018025354,389.097597424554
321.585882655176,288.333394827688
326.051366643646,200.49804108857
330.514692549287,66.5909612803889
334.975861936163,25.61126634841
339.432939816892,-57.441456435763
343.889801787487,-106.569005373632
348.344511921765,-49.7718198823259
352.797071777758,35.9492218500172
357.245550098021,-2.39128956471995
361.69381499792,65.2972537376318
366.139934283932,46.0287087140896
370.581979488893,33.8004659597163
375.023813132094,284.608333003469
379.463505812326,739.449734969052
383.899131846665,946.322047640583
388.334548170462,984.2211927372
392.767828168776,1038.14457638701
397.197048936897,1113.08957146621
401.626061838341,1000.05218946472
406.05102044226,798.030270752974
410.475772404585,434.019873202255
414.896474993455,272.018831309388
419.316972162571,317.023238630257
423.733424873723,262.030934285553
428.149673383724,322.038036880338
432.561882342695,233.04240059624
436.973888315889,465.040158513146
441.381859636449,452.029190250585
445.787714886448,418.00608055734
450.19336896757,356.96740168498
454.59499572715,311.911090730929
458.996422525201,351.833271099194
463.393826878842,341.731931005328
467.789122765544,400.603668409183
472.184220495617,359.44504297269
476.57530308057,400.254138629052
480.964281743147,412.027545592088
485.35115799508,530.762359128017
489.737838485703,693.455105610034
494.120513533703,531.104031831776
498.501090698233,554.705699606306
502.879571485242,627.257237756838
507.257858893601,457.755118987937
511.632150528221,368.197792802233
516.004350295186,478.581772175344
520.374459694693,331.904219166394
524.742480225503,310.162304092784
529.108413384947,380.353205510362
533.472260668923,375.474110193652
537.834023571902,413.52221311611
542.195597823612,395.493819454685
546.55319553806,422.387901801604
550.908713347011,510.200815098508
555.262152739234,363.929786921805
559.613515202081,367.572052948895
563.96280222148,162.124856938724
568.310015281947,217.58545071238
572.655155866581,287.951094133746
576.998225457064,175.219055090176
581.33733941187,316.387862638201
585.676272351896,205.452339729773
590.013138733718,56.4109871422115
594.347940033384,212.261104661185
598.680677725536,0.0
603.011353283411,181.128945423718
607.339968178846,153.169604870212
611.666523882275,241.149821473103
615.989142910083,221.100646390591
620.311585528534,250.043628773275
624.631973357263,504.009223145365
628.950307861124,566.024964888604
633.264715119982,726.123249231597
637.578948253866,554.321969095782
641.891132448453,361.652972381099
646.20126916304,439.143489604719
650.507488030844,384.827072846063
654.813535046007,519.718342400045
659.117538950113,487.850351779211
663.417632034668,386.257399064949
667.71755496291,308.95189934182
672.013571746036,262.97564771386
676.30941949992,249.339706882186
680.603231396527,218.078376435708
684.893144145148,362.226968720713
689.182889549686,558.794692896307
693.468740460659,491.825690426196
697.754425147203,653.328050884254
702.036219986631,599.346694404201
706.317849718331,511.888683182908
710.595594241408,545.99962545897
714.873174770513,632.685647746104
719.14687472155,593.992956329438
723.420411789434,747.926833221082
727.690072901883,829.533993198816
731.957717179985,826.829769412118
736.225200235556,907.828881178486
740.488814254329,675.578639162776
744.750415721377,553.093737503
749.011857619954,414.388390461743
753.269437382649,406.5103059369
757.525008864125,315.473640806787
761.780422424655,189.292204905034
766.03198073256,54.0139063810439
770.281535017676,61.6524657517421
774.529086696599,134.232884004216
778.774637184592,125.780091642709
783.02003248291,-55.6925542087065
787.261583960946,66.8627551409245
