Wavenumber,Intensity
49.6175171592811,0.0
54.2174181651357,598.850634667209
58.8130665568496,1611.21872296788
63.4084567382005,2142.97852071286
68.001593506042,2447.18809435217
72.5904855690532,2298.90126106999
77.1791214561712,2430.99867376643
81.7635178992367,2542.59047353481
86.3476595181077,3083.56156224496
90.9295559912266,3372.96471840006
95.5072208945125,3159.84850194875
100.08463299455,3048.10416559444
104.657818762206,2910.83131760632
109.230753069329,2740.92542893506
113.799466272233,2469.48191624425
118.367929353743,2536.40045650645
122.932176549923,2211.77228692033
127.496174960283,1967.5012782908
132.055962694953,1659.67450045696
136.613523632817,1449.24267965501
141.170837781416,1120.16070917497
145.723949050925,1173.50943088764
150.276814857874,1114.20314662968
154.825482972344,879.318561021038
159.371932429536,823.811624629723
163.918138407468,517.642424958851
168.460154455076,395.88148365495
172.99995670995,340.487867644785
177.539517460955,148.424762824401
182.074896023219,64.7565347062628
186.608065643083,12.8363991794049
191.139027933942,83.3005720016426
195.669751342448,203.052042655001
200.196302852075,241.066694695091
204.720651864164,169.233659720053
209.242799985836,135.471780325281
213.762748822652,105.700129180325
218.282462034375,175.816534286178
222.798016158274,131.784686684337
227.311375805329,-68.4983745522704
231.822542574865,87.8873381170633
236.331518064654,-152.137960448606
240.838303870915,-233.653828618919
245.342901588316,-353.739598538064
249.84531280998,-349.474376669282
254.345539127482,-418.937044338005
258.843582130852,-407.206258273733
263.339443408578,-486.36045115052
267.833124547609,-402.477832126302
272.324627133353,-107.63638738081
276.813952749682,-55.9138806521696
281.301102978934,-144.387853772274
285.786079401912,-32.1356272008506
290.26888359789,472.765699441779
294.74951714461,393.239246843241
299.227981618288,79.2083554689107
303.704278593615,-159.403414967024
308.178409643757,-292.672286029201
312.650376340357,-313.674261087432
317.12018025354,-165.485125841815
321.585882655176,-260.178206051864
326.051366643646,-138.833774773182
330.514692549287,-229.524256912136
334.975861936163,-347.324572809217
339.432939816892,-299.308731766947
343.889801787487,-386.552922205292
348.344511921765,-11.1303868921332
352.797071777758,608.884810892603
357.245550098021,582.418486918616
361.69381499792,429.397493868371
366.139934283932,-57.2517187433514
370.581979488893,-83.6031360917605
375.023813132094,81.2716976492211
379.463505812326,657.30714370924
383.899131846665,1049.6981394224
388.334548170462,623.549511660494
392.767828168776,85.8464882934986
397.197048936897,-47.426438052169
401.626061838341,-4.27977978468334
406.05102044226,162.269155242131
410.475772404585,209.210646467707
414.896474993455,395.52677274602
419.316972162571,665.208557476129
423.733424873723,858.237513235928
428.149673383724,1094.60535976591
432.561882342695,1903.29309011837
436.973888315889,2783.29307302552
441.381859636449,3802.58582850022
445.787714886448,3993.16097561547
450.19336896757,3278.00866227311
454.59499572715,2526.10878555457
458.996422525201,1889.45513121165
463.393826878842,1494.02723834845
467.789122765544,1113.81551366843
472.184220495617,906.810777120578
476.57530308057,740.992116236417
480.964281743147,541.350340094452
485.35115799508,809.872430474588
