Wavenumber,Intensity
158.471535775093,-51.8473059919434
160.524174993718,-59.0092766347807
162.576144496523,2.45450336107751
164.626545853254,-90.4600921559959
166.677177200454,-37.5466558631088
168.72713981418,-44.2077403509338
170.776434021499,-16.0439568795064
172.825060149267,-77.8551354338651
174.873018524127,-71.0416919115396
176.919412470977,-72.4056697034102
178.966036611355,-55.7415061787306
181.011993977332,-51.8531868592709
183.057284894699,-10.1401509803691
185.101013855564,11.9959051296864
187.144973143929,-61.6407356183645
189.188266959646,-64.0523445405179
191.230895627659,-59.4401185853785
193.271964805001,-51.6042349680265
195.313264442712,-32.1426674128961
197.353005820413,35.142095492005
199.392977724494,29.4538812556038
201.432286102138,-5.80925589148137
203.470038063252,-66.0500862109493
205.508020649257,-26.4651078470779
207.544448045867,-31.456526800177
209.581106132694,-29.8213839499131
211.616210255856,36.8349466429081
213.651545134288,5.91956877603116
215.685327273381,14.0253076025438
217.719340232523,4.35813807309023
219.75180167525,59.5090186371399
221.783603396738,93.0502790957598
223.815636034929,47.3815724629894
225.846118988333,2.30082214211325
227.87683292254,58.6136826219281
229.905998391389,42.3182810532198
231.934505742989,13.0176455829533
233.962355297459,-38.2842967155375
235.990435960109,-24.9845325496863
238.01697059181,-63.4853292792359
240.042848385629,-66.3819237481475
242.068069660855,-71.8735291911926
244.093522170562,-57.3551847006001
246.117431078167,-58.0299702632801
248.140684423944,-50.8935222435794
250.163282526353,-33.3433112728926
252.18522570365,-52.5775930190903
254.206514273885,-53.3942363053939
256.227148554901,-52.3928715417424
258.248014288836,-106.366951885382
260.267340657627,-75.7208496112362
262.286013689635,-31.2499881973799
264.304033701881,-5.55205996621225
266.321401011182,11.3748483911168
268.33811593415,-27.268134804197
270.354178787191,-38.2779318376033
272.369589886507,40.346382842401
274.383466411669,29.6051064923795
276.39757523671,-21.295509259422
278.41103325527,43.2434746103227
280.423840782732,25.4251172502009
282.435998134281,86.2503256758064
284.447505624893,65.3215657132114
286.458363569343,27.4405182549763
288.467691140448,51.2059497533337
290.477251220507,-13.3738864393308
292.486162697372,47.4999862540972
294.494425885007,75.6282574907527
296.501161092142,68.4103635738284
298.508128926264,78.6555147224062
300.514449411691,110.760235676047
302.519243707619,45.1248472860261
304.524270718375,128.357536743726
306.528651319154,95.2551298658273
308.531507518384,59.0186295283438
310.5345965197,54.2554098023375
312.536162309656,48.1605223622682
314.537960959546,-33.0579557648216
316.539114759915,36.5997609611968
318.538747131802,-37.8696074246291
320.53861244992,14.9443521178528
322.536957526371,-4.96482908047437
324.53553560626,30.2118325477968
326.53259462995,-3.12993838945476
328.529011233611,14.6144811439608
330.525660926037,26.0498618603051
332.520793337818,15.5716908702525
334.516158894933,41.9883354966769
336.510008353517,47.2957026109107
338.503216940019,49.6981979468164
340.496658756229,0.0
342.488586244438,65.7834489773031
344.47987378692,145.634936356191
346.470521692018,144.355444278075
348.461402938436,226.946915391492
350.450772212798,143.800633121373
352.439502773753,219.52105261153
354.427594928853,223.306622646385
356.415048985451,219.956379368426
358.401865250706,267.469555650967
360.388915022804,299.249639304973
362.374456346656,333.288167303415
364.359360799588,331.1878216357
366.343628687968,398.747645514262
368.327260317971,429.967855433679
370.310255995572,418.64652085598
372.292616026552,460.984056395908
374.274340716496,528.379120256226
376.255430370793,641.230372037946
378.235885294635,645.138621175709
380.215705793019,631.301358185476
382.194892170749,604.119199974915
384.173444732431,499.789639841141
386.150496412943,432.509889905181
388.127782533225,322.08638703589
390.104435749976,301.714416088464
392.080456367024,199.993819645348
394.055844688002,228.522488542558
396.029735033643,168.296359371343
398.003859949595,103.323270508468
399.977353479078,16.3970343165583
401.950215924951,45.518867435836
403.921582714212,38.0830668294511
405.893184177119,-21.9033337020192
407.864155463692,39.1551575791673
409.83363282921,-105.547412165877
411.803344945235,25.1992380651809
413.772427790465,-56.4117992049796
415.740018447269,-129.185551884868
417.707843930897,-121.313966298565
419.674178379478,-142.005995268573
421.640747705456,-154.65370601531
423.605827148468,-159.266900369908
425.571141519211,-176.837183055573
427.534967157775,-112.374421139879
429.499027774163,-98.4697593832771
431.461600807868,-124.734690076994
433.424408869251,-125.758338043719
435.385730496155,-166.751865169936
437.346427005568,-193.311937804514
439.307358616986,-154.833989340186
441.266805513692,-233.127900126668
443.225628188899,-209.989506002921
445.184686039905,-182.816147965199
447.14226089307,-161.816223934398
449.099212419018,-209.586304560202
451.055540915419,-160.727677796571
453.012104685179,-119.835870486288
454.967187741688,-228.721917745608
456.921648660655,-173.17959829256
458.875487738995,-158.011366718565
460.828705273432,-158.418113810947
462.781301560501,-165.799947804993
464.734133265493,-131.151734347839
466.685487674408,-211.08541866835
468.636221724562,-248.196460232486
470.586335711736,-207.285352712435
472.535829931524,-131.752197863614
474.484704679333,-100.999049276717
476.432960250382,-105.625224879757
478.380596939701,-150.832580377557
480.327615042134,-100.020235816339
482.274014852337,-107.590239648216
484.218943012719,-178.348015384798
486.16410739266,-61.8849571648352
488.10865436309,-107.404915977957
490.052584217916,-121.909544545644
491.995897250862,-1.19932244287884
493.938593755464,-83.4760951626031
495.879821996819,-21.7435593549289
497.821286594798,-65.5939991541127
499.762135543795,-39.0320795515636
501.702369136602,-81.0594456702765
503.641136717502,-5.6807855061561
505.580140745253,-60.8867748153771
507.51853029395,-49.8842429993783
509.455455515887,15.5223092173856
511.392617251745,-14.4575703618648
513.329165384017,24.9692799343356
515.26425087186,68.5969867473086
517.199572940184,61.8372693176061
519.13343348399,2.2770881687029
521.067530652363,-29.6737781518459
523.000167414881,22.774749562026
524.933040845826,70.8312881050624
526.864454988335,44.6863032807923
528.796105842906,76.1480290800482
530.726298525215,22.4059529974038
532.656727962996,23.2702676774061
534.585700343448,47.5290939532042
536.514063140658,69.5872072254406
538.442662758032,7.44996914643161
540.369806988029,90.505114955
542.296342501093,68.358595331063
544.223114898509,121.413232875413
546.148433575717,71.0597026091909
548.073144400661,91.9020029311469
549.997247661159,108.938520448904
551.92158789081,7.77519882756496
553.844476618744,0.0
555.766758644719,81.6292925040016
557.688434255825,-38.3273779344272
559.609503738972,-21.669247810496
561.529967380889,-81.9973106734979
563.449825468124,-88.112754627964
565.369920670778,-133.808787071192
567.288568242057,-168.498252186822
569.206611117339,-134.775142728357
571.124049582451,-175.640839095349
573.04088392304,-149.694377186041
574.957114424569,-212.938112460986
576.872741372327,-152.970102756797
578.786924523644,-126.997005397381
580.701345483634,-157.60964139424
582.615163744507,-174.212904389406
584.528379590833,-140.406802360567
586.440993307,-139.992514417299
588.353005177219,-55.369851739697
590.264415485521,-173.539210704523
592.174385837699,-102.706292618559
594.08459413731,-157.061469961669
595.994201725902,-122.010634721422
597.903208886792,-64.7524225107172
599.810778279253,-79.6946910223978
601.718585697248,-118.825638876764
603.625793536301,-94.9515573348617
605.531565244462,-51.8787457571689
607.437575036168,-59.9957779498018
609.342986096093,-36.1089498630245
611.246962659951,-71.8243681847835
613.151177364884,-65.1311803086701
615.053958662049,-32.2402342195564
616.956978138372,8.25776671426502
618.858565294026,24.1529481199104
620.76039066671,56.6544164818588
622.660784804623,23.7524911375695
624.561417197228,5.05569644448224
626.460619439762,-64.045257893802
628.359226285762,-83.1462015954712
630.258071442544,-33.8429636437595
632.155488073946,-106.744832215871
634.053143053262,-160.842888697616
635.949370588911,-25.5481760014591
637.845004126218,9.34523714075476
639.740043944246,-71.5634169202149
641.635322183816,-43.6707491132256
643.529175139338,-21.9854484752977
645.422435211845,-19.1033420290296
647.315102679704,-44.2249992820289
649.208008641896,-38.3456677625636
651.099491474904,-60.0765601826824
652.990382537437,-74.4119442033316
654.880682107163,-57.1519958956414
656.770390461578,-8.49825781817526
658.659507878003,-15.0507093305314
660.548034633587,26.1902802805234
662.435971005305,-22.5744856999809
664.323317269959,12.2522810836217
666.210073704178,-23.1276381308762
668.096240584418,-50.9148051622324
669.981818186963,-42.711148324237
671.866806787922,-57.1156655518917
673.751206663236,-109.128721277428
675.635018088668,-9.75165580643989
677.518241339814,-12.7836603189116
679.400050015931,-28.231147289056
681.282098002604,-23.6839360485392
683.16355864062,-18.1474656177852
685.044432204883,8.37790368949391
686.92471897013,-25.1081877576653
688.803593823483,-35.4114406530134
690.68270807162,2.67857330658808
692.561236343796,22.3561495175927
694.438354298365,0.215020135234226
696.315711697643,55.2668520022726
698.192483942478,12.103908043392
700.067847461374,46.5225773157508
701.94345047445,40.5320514394625
703.818469153067,56.9267614856153
705.692080694796,62.7013602708575
707.565931779728,-1.13402064736965
709.438376785615,63.2096021080506
711.311061367131,27.3419435022215
713.182340926288,27.2531880447314
715.053860093302,59.352339903272
716.923975293486,71.2297117267772
718.793508849418,25.489531250576
720.66328206117,77.7364844751064
722.531652887108,92.1605414332153
724.399442882345,41.9660067203604
726.26747258092,47.3571530858744
728.134101472106,84.3247825525968
730.000150344625,68.8724939452777
731.866438967556,66.205024298084
733.731328358936,39.9128384642772
735.595638542172,0.0
737.459369787063,22.86971004315
739.322522363238,82.5239407043882
741.18591476729,53.3687724731653
743.047910560308,73.5931011973053
744.90932849262,56.4028191646994
746.770168833188,39.9970120307553
748.630431850808,56.1753516482895
750.490117814107,1.73848669208746
752.349226991549,34.0856989085023
754.207759651428,7.01714920882023
756.065716061875,-7.26709889369158
757.923096490851,73.8319441533631
759.779901206154,21.1149283160776
761.636130475415,64.3820155363082
763.491784566098,0.232196137571009
765.346863745503,15.0657302308646
767.200553598238,34.677543418913
769.054484008626,9.07749909018185
770.907840308524,44.8603206455045
772.760622764569,10.4257809354367
774.612831643233,39.5740436897031
776.463653788537,7.10056191428339
778.314716562918,22.0136600105543
780.16520655823,-15.6905325993284
782.015124040287,40.7876605459041
783.863656858515,62.2427481969444
785.712430362097,45.2845558975814
787.559820234816,90.9036048875905
789.407450820741,51.709201077635
791.254510219781,90.0959598411646
793.100187535417,35.0596034364826
794.946105605683,98.6092922461849
796.79064262271,120.935825106256
798.635420421743,30.44774399179
800.478818196584,54.7357837694362
802.322456780622,55.8095277188977
804.164716368398,27.2592565526165
806.006407382837,74.2896467728651
807.8483392469,65.5047550139316
809.688893654396,97.2956952464701
811.529688938237,70.6714782556382
813.369107790659,85.8230579193751
815.207959384232,106.554190202306
817.046243981321,55.8652400462024
818.884769507628,65.3607009350435
820.721920649256,81.8307195726393
822.558505580642,75.0804824759261
824.394524563503,80.3095743118829
826.229977859397,97.3181659277925
828.065672149553,38.7097298926365
829.899994607174,93.4761651498848
831.733752161649,53.8215399100627
833.566945073892,44.9454400505465
835.399573604655,81.2476470021311
837.231638014531,20.1289189986537
839.063138563951,72.7878660766237
840.894075513188,72.4255399185613
842.724449122353,36.6414299464159
844.554259651397,118.035025821138
846.383507360113,21.6066963485855
848.212192508131,65.7557363541646
850.040315354925,92.4830034011502
851.867876159806,55.1873045091206
853.694072228811,30.0648660362021
855.520509973935,8.1242571271232
857.346386454014,62.1603274672198
859.171701927725,27.9737404910629
860.996456653584,52.1644762751512
862.819849169421,133.927348078445
864.64348342069,44.8709230092263
866.466557698592,59.1914694225552
868.288271278629,52.4842228606349
870.110226629144,106.35720109717
871.931622779351,45.0067039892929
873.751659741407,51.6280968503397
875.571938508582,76.8298237578292
877.390859092654,84.2034260094733
879.210021504713,70.95642695073
881.027826737635,148.28148505371
882.845873821236,139.78598377527
884.662564728583,65.6616483834541
886.479497509122,89.71699157288
888.295075115213,120.943098777488
890.110894616832,77.748537307576
891.92535994473,77.3251203500704
893.739269638933,65.87609318673
895.55342126183,54.0065126019117
897.366220209974,127.707086887073
899.178464289617,73.982298466708
900.990950330726,47.4361945776782
902.802085193631,90.6601373183703
904.612665951826,67.8582833057453
906.422692859559,101.630130253585
908.232166170922,39.7763479764481
910.041881497487,60.1006347796156
911.850248134599,77.1944678332393
913.6580619368,63.6618503769378
915.465323157559,74.5031601562659
917.272032050195,119.517603265847
919.078188867867,73.3051672739339
920.883793863585,12.6660352846293
922.688847290201,0.0
924.493349400411,43.076999199684
926.297300446762,32.6667014755867
928.100700681641,-11.8290639313009
929.903550357285,13.3899680516251
931.705849725774,50.1245491123746
933.507599039037,-16.4236918181596
935.30800658543,14.3421356753752
937.10865678502,-41.7693726343459
938.908757684135,11.23902505156
940.708309534086,13.3677791612936
942.507312586035,-46.3821732465913
944.30497633442,-2.21260471667301
946.102882784291,-80.3162532132856
947.900241188612,-78.6957096856249
949.696261764105,-71.1527501392184
951.492525069545,-57.0805122492256
953.28824108051,-37.2812962137723
955.08262073502,-70.7569828052538
956.877243147556,-49.7002231310507
958.670530183836,-91.9169469143717
960.464059996646,-88.3992489337497
962.257043763693,-106.54986438017
964.048693622927,-105.37101945991
965.839798414504,-131.458694385865
967.631146019118,-118.008597091207
969.421161181797,-133.425918892691
971.211419175513,-125.903800518851
973.000345703314,-94.8473237732642
974.788728405657,-86.6529148031841
976.577353965723,-110.916328831609
978.364649521843,-153.042977659195
980.15140199599,-137.428397812398
981.938397354171,-96.8691102720004
983.724064168039,-67.169789751284
985.509188642066,-135.526837365665
987.293771023291,-93.7396506737323
989.077811558606,-80.8068475688378
990.86209502097,-147.525078024011
992.645052366421,-109.699268882028
994.427468605841,-59.1245850073119
996.209343985522,-84.001310765384
997.990678751605,-37.9281695946702
999.771473150084,-59.304667754096
1001.5517274268,-71.3291411957553
1003.33144182745,-38.0007086875366
1005.11061659758,-44.3194671232777
1006.88925198258,-62.6839524579063
1008.6673482277,-0.692897517616984
1010.44490557805,-23.5461109037515
